CustomerID,CustomerName,Email,Date,Product,Quantity
3,Lori George,fitzpatricktony@gmail.com,2025-03-13,Bread,4
3,Lori George,fitzpatricktony@gmail.com,2024-12-29,Potatoes,2
3,Lori George,fitzpatricktony@gmail.com,2024-12-29,Juice,1
3,Lori George,fitzpatricktony@gmail.com,2024-12-29,Bread,1
3,Lori George,fitzpatricktony@gmail.com,2024-12-29,Snacks,2
3,Lori George,fitzpatricktony@gmail.com,2024-12-29,Eggs,4
4,Brianna Jenkins,steven41@yahoo.com,2025-01-05,Rice,3
4,Brianna Jenkins,steven41@yahoo.com,2025-01-05,Carrots,3
4,Brianna Jenkins,steven41@yahoo.com,2025-01-05,Bread,2
4,Brianna Jenkins,steven41@yahoo.com,2025-01-05,Eggs,3
4,Brianna Jenkins,steven41@yahoo.com,2025-01-05,Apples,2
4,Brianna Jenkins,steven41@yahoo.com,2024-11-17,Fish,4
4,Brianna Jenkins,steven41@yahoo.com,2024-11-17,Cheese,3
4,Brianna Jenkins,steven41@yahoo.com,2024-11-17,Tomato Sauce,1
4,Brianna Jenkins,steven41@yahoo.com,2024-11-20,Bananas,1
4,Brianna Jenkins,steven41@yahoo.com,2025-02-08,Onions,2
4,Brianna Jenkins,steven41@yahoo.com,2025-01-18,Pasta,3
4,Brianna Jenkins,steven41@yahoo.com,2025-01-18,Cheese,3
4,Brianna Jenkins,steven41@yahoo.com,2025-01-18,Beef,2
4,Brianna Jenkins,steven41@yahoo.com,2025-01-18,Eggs,4
4,Brianna Jenkins,steven41@yahoo.com,2025-01-18,Rice,3
4,Brianna Jenkins,steven41@yahoo.com,2025-04-13,Potatoes,2
4,Brianna Jenkins,steven41@yahoo.com,2025-04-13,Milk,3
4,Brianna Jenkins,steven41@yahoo.com,2025-04-13,Onions,1
4,Brianna Jenkins,steven41@yahoo.com,2025-04-13,Tomato Sauce,1
4,Brianna Jenkins,steven41@yahoo.com,2025-04-13,Butter,2
5,Anna Solis,onorman@gmail.com,2024-11-01,Snacks,2
5,Anna Solis,onorman@gmail.com,2024-11-01,Cereal,3
5,Anna Solis,onorman@gmail.com,2024-11-01,Chicken,4
5,Anna Solis,onorman@gmail.com,2025-04-03,Bread,3
5,Anna Solis,onorman@gmail.com,2025-04-03,Eggs,1
5,Anna Solis,onorman@gmail.com,2025-04-03,Apples,1
5,Anna Solis,onorman@gmail.com,2025-01-05,Cheese,4
5,Anna Solis,onorman@gmail.com,2025-01-05,Pasta,4
5,Anna Solis,onorman@gmail.com,2025-01-05,Juice,1
5,Anna Solis,onorman@gmail.com,2024-11-12,Eggs,2
5,Anna Solis,onorman@gmail.com,2024-11-03,Bread,2
5,Anna Solis,onorman@gmail.com,2024-11-03,Beef,1
5,Anna Solis,onorman@gmail.com,2024-11-03,Onions,3
5,Anna Solis,onorman@gmail.com,2024-11-03,Cheese,3
5,Anna Solis,onorman@gmail.com,2024-11-03,Apples,1
5,Anna Solis,onorman@gmail.com,2024-11-19,Cereal,3
5,Anna Solis,onorman@gmail.com,2024-11-19,Rice,4
5,Anna Solis,onorman@gmail.com,2024-11-19,Butter,2
5,Anna Solis,onorman@gmail.com,2025-03-22,Juice,4
5,Anna Solis,onorman@gmail.com,2025-03-22,Snacks,1
5,Anna Solis,onorman@gmail.com,2025-02-10,Chicken,2
5,Anna Solis,onorman@gmail.com,2025-02-10,Apples,3
5,Anna Solis,onorman@gmail.com,2024-12-30,Butter,1
5,Anna Solis,onorman@gmail.com,2024-12-30,Fish,4
6,Deborah Frey,david67@carlson.info,2024-12-21,Bananas,3
6,Deborah Frey,david67@carlson.info,2024-12-21,Beef,2
6,Deborah Frey,david67@carlson.info,2025-02-14,Milk,4
6,Deborah Frey,david67@carlson.info,2025-02-14,Cereal,3
6,Deborah Frey,david67@carlson.info,2025-03-14,Eggs,4
6,Deborah Frey,david67@carlson.info,2025-03-14,Pasta,3
6,Deborah Frey,david67@carlson.info,2025-03-14,Beef,1
6,Deborah Frey,david67@carlson.info,2024-12-23,Pasta,2
6,Deborah Frey,david67@carlson.info,2025-04-03,Pasta,3
6,Deborah Frey,david67@carlson.info,2025-04-03,Bread,4
6,Deborah Frey,david67@carlson.info,2025-04-03,Butter,1
6,Deborah Frey,david67@carlson.info,2025-04-03,Apples,4
6,Deborah Frey,david67@carlson.info,2025-04-03,Beef,2
6,Deborah Frey,david67@carlson.info,2025-02-12,Bread,2
6,Deborah Frey,david67@carlson.info,2025-02-12,Apples,3
6,Deborah Frey,david67@carlson.info,2025-02-12,Milk,4
6,Deborah Frey,david67@carlson.info,2025-04-17,Chicken,3
6,Deborah Frey,david67@carlson.info,2025-02-02,Butter,4
6,Deborah Frey,david67@carlson.info,2025-02-02,Tomato Sauce,3
6,Deborah Frey,david67@carlson.info,2025-02-02,Potatoes,2
6,Deborah Frey,david67@carlson.info,2025-02-02,Carrots,2
6,Deborah Frey,david67@carlson.info,2025-02-02,Apples,4
6,Deborah Frey,david67@carlson.info,2025-02-02,Juice,4
7,Heather Gomez,eric09@hotmail.com,2025-04-09,Juice,3
7,Heather Gomez,eric09@hotmail.com,2025-04-09,Carrots,2
7,Heather Gomez,eric09@hotmail.com,2025-04-09,Tomato Sauce,4
7,Heather Gomez,eric09@hotmail.com,2025-04-09,Fish,3
7,Heather Gomez,eric09@hotmail.com,2025-04-09,Milk,4
7,Heather Gomez,eric09@hotmail.com,2025-04-09,Cheese,4
7,Heather Gomez,eric09@hotmail.com,2024-12-05,Cereal,1
7,Heather Gomez,eric09@hotmail.com,2024-12-05,Potatoes,3
7,Heather Gomez,eric09@hotmail.com,2024-12-05,Oranges,3
7,Heather Gomez,eric09@hotmail.com,2024-12-05,Juice,1
7,Heather Gomez,eric09@hotmail.com,2025-03-03,Tomato Sauce,2
7,Heather Gomez,eric09@hotmail.com,2025-03-03,Rice,2
7,Heather Gomez,eric09@hotmail.com,2025-01-26,Bread,2
7,Heather Gomez,eric09@hotmail.com,2024-12-01,Snacks,2
7,Heather Gomez,eric09@hotmail.com,2024-12-01,Eggs,4
7,Heather Gomez,eric09@hotmail.com,2024-12-01,Bananas,4
7,Heather Gomez,eric09@hotmail.com,2024-12-01,Apples,4
7,Heather Gomez,eric09@hotmail.com,2024-10-25,Cheese,1
7,Heather Gomez,eric09@hotmail.com,2024-10-25,Milk,4
7,Heather Gomez,eric09@hotmail.com,2025-01-08,Juice,4
7,Heather Gomez,eric09@hotmail.com,2025-01-08,Potatoes,1
7,Heather Gomez,eric09@hotmail.com,2024-11-28,Rice,3
7,Heather Gomez,eric09@hotmail.com,2024-11-28,Butter,4
7,Heather Gomez,eric09@hotmail.com,2024-11-28,Bananas,4
7,Heather Gomez,eric09@hotmail.com,2024-11-28,Cheese,4
7,Heather Gomez,eric09@hotmail.com,2024-11-28,Onions,2
7,Heather Gomez,eric09@hotmail.com,2025-02-09,Oranges,4
7,Heather Gomez,eric09@hotmail.com,2025-02-09,Bananas,2
7,Heather Gomez,eric09@hotmail.com,2025-02-09,Pasta,3
7,Heather Gomez,eric09@hotmail.com,2025-02-09,Rice,4
7,Heather Gomez,eric09@hotmail.com,2025-02-09,Onions,1
7,Heather Gomez,eric09@hotmail.com,2025-02-09,Fish,3
7,Heather Gomez,eric09@hotmail.com,2024-12-27,Pasta,3
7,Heather Gomez,eric09@hotmail.com,2024-12-27,Chicken,1
7,Heather Gomez,eric09@hotmail.com,2024-10-28,Cheese,4
7,Heather Gomez,eric09@hotmail.com,2024-10-28,Rice,2
7,Heather Gomez,eric09@hotmail.com,2024-11-01,Cereal,4
7,Heather Gomez,eric09@hotmail.com,2024-11-01,Eggs,4
7,Heather Gomez,eric09@hotmail.com,2024-11-01,Apples,1
7,Heather Gomez,eric09@hotmail.com,2024-11-01,Onions,2
7,Heather Gomez,eric09@hotmail.com,2024-11-01,Chicken,4
7,Heather Gomez,eric09@hotmail.com,2024-11-01,Pasta,4
7,Heather Gomez,eric09@hotmail.com,2025-01-12,Milk,3
7,Heather Gomez,eric09@hotmail.com,2025-01-12,Carrots,3
7,Heather Gomez,eric09@hotmail.com,2025-01-12,Fish,4
7,Heather Gomez,eric09@hotmail.com,2025-01-12,Oranges,4
7,Heather Gomez,eric09@hotmail.com,2025-01-12,Snacks,2
7,Heather Gomez,eric09@hotmail.com,2024-10-22,Rice,1
7,Heather Gomez,eric09@hotmail.com,2024-10-22,Pasta,4
7,Heather Gomez,eric09@hotmail.com,2024-10-22,Apples,3
7,Heather Gomez,eric09@hotmail.com,2024-10-22,Oranges,4
7,Heather Gomez,eric09@hotmail.com,2024-12-25,Juice,1
7,Heather Gomez,eric09@hotmail.com,2024-12-25,Bananas,1
7,Heather Gomez,eric09@hotmail.com,2024-12-25,Cheese,4
7,Heather Gomez,eric09@hotmail.com,2024-12-25,Milk,2
7,Heather Gomez,eric09@hotmail.com,2024-12-25,Fish,4
7,Heather Gomez,eric09@hotmail.com,2024-12-25,Tomato Sauce,2
8,Crystal Roberts,lopezamanda@yahoo.com,2025-04-19,Fish,4
8,Crystal Roberts,lopezamanda@yahoo.com,2025-04-19,Chicken,3
8,Crystal Roberts,lopezamanda@yahoo.com,2025-04-19,Cereal,3
8,Crystal Roberts,lopezamanda@yahoo.com,2024-11-23,Pasta,4
8,Crystal Roberts,lopezamanda@yahoo.com,2024-11-23,Apples,1
8,Crystal Roberts,lopezamanda@yahoo.com,2024-11-23,Snacks,1
8,Crystal Roberts,lopezamanda@yahoo.com,2024-11-23,Eggs,3
8,Crystal Roberts,lopezamanda@yahoo.com,2025-02-18,Eggs,1
8,Crystal Roberts,lopezamanda@yahoo.com,2025-02-18,Bread,2
8,Crystal Roberts,lopezamanda@yahoo.com,2025-04-17,Milk,2
8,Crystal Roberts,lopezamanda@yahoo.com,2025-04-17,Cheese,2
8,Crystal Roberts,lopezamanda@yahoo.com,2024-12-14,Butter,3
8,Crystal Roberts,lopezamanda@yahoo.com,2024-12-14,Carrots,3
8,Crystal Roberts,lopezamanda@yahoo.com,2024-12-14,Cereal,2
8,Crystal Roberts,lopezamanda@yahoo.com,2024-12-14,Bananas,1
9,Katie Yates,charleshurley@cherry.com,2025-03-15,Butter,3
9,Katie Yates,charleshurley@cherry.com,2025-03-15,Carrots,4
9,Katie Yates,charleshurley@cherry.com,2025-03-15,Milk,4
9,Katie Yates,charleshurley@cherry.com,2024-12-24,Cereal,1
9,Katie Yates,charleshurley@cherry.com,2024-12-24,Eggs,1
9,Katie Yates,charleshurley@cherry.com,2024-12-24,Rice,3
9,Katie Yates,charleshurley@cherry.com,2024-12-24,Butter,4
9,Katie Yates,charleshurley@cherry.com,2024-12-24,Tomato Sauce,3
9,Katie Yates,charleshurley@cherry.com,2024-12-24,Apples,1
9,Katie Yates,charleshurley@cherry.com,2025-02-12,Chicken,4
9,Katie Yates,charleshurley@cherry.com,2025-02-12,Milk,3
9,Katie Yates,charleshurley@cherry.com,2025-02-12,Apples,4
9,Katie Yates,charleshurley@cherry.com,2025-02-12,Oranges,2
9,Katie Yates,charleshurley@cherry.com,2025-02-12,Butter,4
9,Katie Yates,charleshurley@cherry.com,2025-01-08,Potatoes,4
9,Katie Yates,charleshurley@cherry.com,2025-01-08,Pasta,4
9,Katie Yates,charleshurley@cherry.com,2025-03-15,Carrots,1
9,Katie Yates,charleshurley@cherry.com,2025-03-15,Pasta,3
9,Katie Yates,charleshurley@cherry.com,2025-03-15,Chicken,4
9,Katie Yates,charleshurley@cherry.com,2025-03-15,Rice,2
9,Katie Yates,charleshurley@cherry.com,2024-11-01,Carrots,4
9,Katie Yates,charleshurley@cherry.com,2024-11-01,Fish,3
9,Katie Yates,charleshurley@cherry.com,2024-11-01,Chicken,2
9,Katie Yates,charleshurley@cherry.com,2024-11-01,Milk,4
9,Katie Yates,charleshurley@cherry.com,2024-11-17,Beef,3
9,Katie Yates,charleshurley@cherry.com,2024-11-17,Pasta,3
10,Kenneth Mckinney,patricia51@hotmail.com,2025-03-05,Pasta,2
10,Kenneth Mckinney,patricia51@hotmail.com,2025-03-05,Onions,4
10,Kenneth Mckinney,patricia51@hotmail.com,2025-03-05,Milk,4
10,Kenneth Mckinney,patricia51@hotmail.com,2025-03-05,Potatoes,2
10,Kenneth Mckinney,patricia51@hotmail.com,2025-03-05,Cereal,4
10,Kenneth Mckinney,patricia51@hotmail.com,2025-03-05,Bread,4
10,Kenneth Mckinney,patricia51@hotmail.com,2025-01-13,Milk,4
10,Kenneth Mckinney,patricia51@hotmail.com,2025-01-13,Eggs,2
10,Kenneth Mckinney,patricia51@hotmail.com,2025-01-13,Tomato Sauce,3
10,Kenneth Mckinney,patricia51@hotmail.com,2025-01-13,Rice,3
10,Kenneth Mckinney,patricia51@hotmail.com,2025-03-02,Onions,3
10,Kenneth Mckinney,patricia51@hotmail.com,2025-03-02,Potatoes,3
10,Kenneth Mckinney,patricia51@hotmail.com,2025-03-02,Beef,4
10,Kenneth Mckinney,patricia51@hotmail.com,2025-03-02,Apples,3
10,Kenneth Mckinney,patricia51@hotmail.com,2024-11-30,Pasta,2
10,Kenneth Mckinney,patricia51@hotmail.com,2024-11-30,Rice,3
10,Kenneth Mckinney,patricia51@hotmail.com,2024-11-30,Butter,1
10,Kenneth Mckinney,patricia51@hotmail.com,2025-02-26,Onions,3
10,Kenneth Mckinney,patricia51@hotmail.com,2025-02-26,Juice,1
10,Kenneth Mckinney,patricia51@hotmail.com,2025-02-26,Cereal,2
10,Kenneth Mckinney,patricia51@hotmail.com,2025-02-26,Snacks,3
10,Kenneth Mckinney,patricia51@hotmail.com,2025-02-26,Oranges,2
10,Kenneth Mckinney,patricia51@hotmail.com,2025-02-26,Cheese,3
10,Kenneth Mckinney,patricia51@hotmail.com,2025-03-07,Tomato Sauce,2
10,Kenneth Mckinney,patricia51@hotmail.com,2025-03-07,Milk,3
10,Kenneth Mckinney,patricia51@hotmail.com,2025-04-03,Bread,3
10,Kenneth Mckinney,patricia51@hotmail.com,2024-11-05,Cheese,4
10,Kenneth Mckinney,patricia51@hotmail.com,2024-11-05,Oranges,4
10,Kenneth Mckinney,patricia51@hotmail.com,2024-11-05,Butter,3
10,Kenneth Mckinney,patricia51@hotmail.com,2024-11-05,Milk,2
10,Kenneth Mckinney,patricia51@hotmail.com,2024-11-05,Tomato Sauce,1
10,Kenneth Mckinney,patricia51@hotmail.com,2024-11-05,Rice,3
10,Kenneth Mckinney,patricia51@hotmail.com,2025-02-24,Butter,1
10,Kenneth Mckinney,patricia51@hotmail.com,2025-02-24,Eggs,1
10,Kenneth Mckinney,patricia51@hotmail.com,2025-02-24,Fish,2
10,Kenneth Mckinney,patricia51@hotmail.com,2025-02-24,Oranges,2
10,Kenneth Mckinney,patricia51@hotmail.com,2025-02-28,Tomato Sauce,2
10,Kenneth Mckinney,patricia51@hotmail.com,2025-02-28,Eggs,4
10,Kenneth Mckinney,patricia51@hotmail.com,2025-02-28,Rice,4
10,Kenneth Mckinney,patricia51@hotmail.com,2025-02-28,Butter,4
10,Kenneth Mckinney,patricia51@hotmail.com,2025-02-28,Apples,3
10,Kenneth Mckinney,patricia51@hotmail.com,2025-01-20,Apples,2
10,Kenneth Mckinney,patricia51@hotmail.com,2025-01-20,Tomato Sauce,3
10,Kenneth Mckinney,patricia51@hotmail.com,2025-01-20,Bread,1
10,Kenneth Mckinney,patricia51@hotmail.com,2025-01-20,Butter,2
10,Kenneth Mckinney,patricia51@hotmail.com,2025-01-20,Cereal,2
10,Kenneth Mckinney,patricia51@hotmail.com,2024-11-15,Onions,2
10,Kenneth Mckinney,patricia51@hotmail.com,2024-11-15,Eggs,1
10,Kenneth Mckinney,patricia51@hotmail.com,2025-01-10,Bananas,2
10,Kenneth Mckinney,patricia51@hotmail.com,2025-01-10,Oranges,3
10,Kenneth Mckinney,patricia51@hotmail.com,2025-01-10,Tomato Sauce,3
10,Kenneth Mckinney,patricia51@hotmail.com,2025-01-10,Bread,4
10,Kenneth Mckinney,patricia51@hotmail.com,2025-02-22,Rice,3
11,Meghan Daniel,imiller@gmail.com,2025-03-08,Cereal,3
11,Meghan Daniel,imiller@gmail.com,2025-03-08,Apples,2
11,Meghan Daniel,imiller@gmail.com,2025-03-08,Butter,1
11,Meghan Daniel,imiller@gmail.com,2025-03-08,Rice,1
11,Meghan Daniel,imiller@gmail.com,2025-03-08,Cheese,2
11,Meghan Daniel,imiller@gmail.com,2024-12-22,Snacks,4
11,Meghan Daniel,imiller@gmail.com,2024-12-22,Carrots,1
11,Meghan Daniel,imiller@gmail.com,2024-12-22,Tomato Sauce,4
11,Meghan Daniel,imiller@gmail.com,2024-11-21,Tomato Sauce,1
11,Meghan Daniel,imiller@gmail.com,2024-11-21,Fish,1
11,Meghan Daniel,imiller@gmail.com,2024-11-21,Pasta,4
11,Meghan Daniel,imiller@gmail.com,2024-11-21,Potatoes,3
11,Meghan Daniel,imiller@gmail.com,2024-11-21,Oranges,3
11,Meghan Daniel,imiller@gmail.com,2024-11-21,Rice,1
11,Meghan Daniel,imiller@gmail.com,2025-03-06,Rice,1
11,Meghan Daniel,imiller@gmail.com,2025-03-13,Pasta,4
11,Meghan Daniel,imiller@gmail.com,2025-03-13,Carrots,3
11,Meghan Daniel,imiller@gmail.com,2025-03-13,Bread,2
11,Meghan Daniel,imiller@gmail.com,2025-03-13,Juice,4
11,Meghan Daniel,imiller@gmail.com,2025-03-13,Oranges,4
11,Meghan Daniel,imiller@gmail.com,2025-03-13,Snacks,1
11,Meghan Daniel,imiller@gmail.com,2025-02-03,Beef,1
11,Meghan Daniel,imiller@gmail.com,2025-02-03,Apples,2
11,Meghan Daniel,imiller@gmail.com,2025-02-03,Chicken,3
11,Meghan Daniel,imiller@gmail.com,2025-02-03,Onions,4
11,Meghan Daniel,imiller@gmail.com,2024-12-03,Oranges,3
11,Meghan Daniel,imiller@gmail.com,2024-12-03,Tomato Sauce,3
11,Meghan Daniel,imiller@gmail.com,2024-12-03,Fish,3
11,Meghan Daniel,imiller@gmail.com,2024-12-03,Bread,1
11,Meghan Daniel,imiller@gmail.com,2024-12-03,Bananas,4
11,Meghan Daniel,imiller@gmail.com,2024-12-03,Potatoes,1
11,Meghan Daniel,imiller@gmail.com,2025-02-22,Onions,3
11,Meghan Daniel,imiller@gmail.com,2025-02-22,Bananas,4
11,Meghan Daniel,imiller@gmail.com,2025-02-22,Apples,4
11,Meghan Daniel,imiller@gmail.com,2025-02-22,Bread,1
11,Meghan Daniel,imiller@gmail.com,2025-02-22,Cereal,2
11,Meghan Daniel,imiller@gmail.com,2025-02-22,Pasta,3
11,Meghan Daniel,imiller@gmail.com,2025-03-10,Cheese,1
11,Meghan Daniel,imiller@gmail.com,2025-03-10,Tomato Sauce,2
11,Meghan Daniel,imiller@gmail.com,2025-03-10,Bananas,2
11,Meghan Daniel,imiller@gmail.com,2025-03-10,Oranges,3
11,Meghan Daniel,imiller@gmail.com,2025-03-10,Butter,1
11,Meghan Daniel,imiller@gmail.com,2024-10-30,Apples,1
11,Meghan Daniel,imiller@gmail.com,2024-10-30,Eggs,2
11,Meghan Daniel,imiller@gmail.com,2024-10-30,Rice,4
11,Meghan Daniel,imiller@gmail.com,2024-10-30,Butter,3
11,Meghan Daniel,imiller@gmail.com,2024-10-30,Bananas,3
11,Meghan Daniel,imiller@gmail.com,2024-12-23,Oranges,2
11,Meghan Daniel,imiller@gmail.com,2024-12-23,Snacks,4
11,Meghan Daniel,imiller@gmail.com,2024-12-23,Rice,2
11,Meghan Daniel,imiller@gmail.com,2024-12-23,Bananas,2
11,Meghan Daniel,imiller@gmail.com,2025-04-11,Pasta,4
11,Meghan Daniel,imiller@gmail.com,2024-10-30,Potatoes,3
11,Meghan Daniel,imiller@gmail.com,2024-10-30,Pasta,3
11,Meghan Daniel,imiller@gmail.com,2024-10-30,Milk,4
11,Meghan Daniel,imiller@gmail.com,2025-03-04,Bananas,4
11,Meghan Daniel,imiller@gmail.com,2025-03-04,Onions,3
